,state,month,positiveIncrease,covid_change,population,covid_percap,weighted_pax,weighted_percap
268,VT,8,194,-0.010204081632653073,626299,0.0003097562027082911,49.097041798969265,7.839233624669569e-05
269,VT,9,199,0.025773195876288568,626299,0.0003177396099945873,48.959927634177404,7.817340860224495e-05
270,WA,4,7666,-0.2237748076144188,7535591,0.0010173057428408735,130.31894711071894,1.7293792498918657e-05
271,WA,5,8873,0.15744847378032878,7535591,0.0011774789794191324,353.51522396193013,4.691274034935417e-05
272,WA,6,17735,0.9987602840076637,7535591,0.0023534982193168393,1805.6395030216884,0.00023961484945529666
273,WA,7,23010,0.29743445164928106,7535591,0.0030535096716369026,3149.1363206669657,0.000417901704148615
274,WA,8,14340,-0.37679269882659716,7535591,0.0019029695215677178,2071.7631998424004,0.00027493042016776126
275,WA,9,15808,0.10237099023709906,7535591,0.0020977783958816237,2104.444280988639,0.00027926731705431453
276,WI,4,8623,1.0419133317546767,5813568,0.0014832543456961371,29.13075756701983,5.010822539105044e-06
277,WI,5,12471,0.44624840542734545,5813568,0.0021451542323062188,95.07433077875513,1.6353869220890703e-05
278,WI,6,16009,0.2836981797770828,5813568,0.0027537305833525987,594.0657112805537,0.00010218607768595013
279,WI,7,27332,0.7072896495721157,5813568,0.004701415722668076,928.8978249960692,0.0001597810200200753
280,WI,8,26816,-0.018878969705839355,5813568,0.004612657837665269,572.3431061219754,9.844954185140269e-05
281,WI,9,71585,1.6694883651551313,5813568,0.01231343643008906,532.2070219646382,9.154567762252686e-05
282,WV,4,787,0.22968750000000004,1805832,0.00043581019718334817,1.960564140308838,1.0856846818025365e-06
283,WV,5,862,0.09529860228716647,1805832,0.00047734229983741565,13.295631705109319,7.362607211030328e-06
284,WV,6,2118,1.45707656612529,1805832,0.0011728665789508658,111.85824916367159,6.194277715959823e-05
285,WV,7,3867,0.8257790368271956,1805832,0.0021413952128437196,164.83621795960426,9.127992967208703e-05
286,WV,8,4546,0.17558831135246966,1805832,0.0025173991822052106,58.1427442984286,3.219720566388712e-05
287,WV,9,5998,0.31940167179938417,1805832,0.003321460689587957,46.28662940601323,2.563174725335094e-05
288,WY,4,318,-0.16535433070866146,577737,0.0005504234625789935,2.3431183804648583,4.055683434616198e-06
289,WY,5,359,0.12893081761006298,577737,0.0006213900096410651,9.941081028591768,1.7206931577156677e-05
290,WY,6,891,1.4818941504178271,577737,0.0015422242300562367,77.49494340435253,0.0001341353304433549
291,WY,7,1232,0.382716049382716,577737,0.0021324581946456605,257.9447310708082,0.0004464743145597533
292,WY,8,1209,-0.018668831168831224,577737,0.0020926476926352304,182.17207711771496,0.00031532008010169845
293,WY,9,3785,2.130686517783292,577737,0.006551423917803429,173.68906122719548,0.0003006369009206533
